YEAR,GDP
1984,17594944444
1984,17599660054
1983,17609048822
2009,17613836210
2008,17640375722
2003,17646503525
2001,17649751244
1991,17668489746
1982,17692341358
1985,17702885394
2011,17710315006
1976,17728347375
1967,17740013179
1976,17754825601
2000,17759890110
1983,17775280374
1981,17788171722
1997,17790095901
2006,17800887796
1978,17820100626
2003,17825436035
2011,17826697892
1978,17844705325
1971,17858485957
1969,17861212684
1980,17881514683
1990,17884432805
1986,17903681693
2008,17910858638
1961,17924863806
2011,17930239400
2005,17944084201
2011,17984816533
1965,18004962168
1995,18030876599
2015,18049954289
1994,18086400536
2013,18093829923
1992,18094238119
1996,18131813001
1980,18134029180
1980,18138049096
2006,18141666300
1979,18150000571
2009,18168902154
2013,18178503835
2014,18179717776
2011,18186479173
1993,18254627214
1963,18272123664
1998,18284194680
2000,18291990619
1978,18315007366
1999,18318512501
1994,18325791415
2000,18327764882
2007,18340447243
1979,18341273533
2006,18369070085
1999,18409364147
1970,18418031639
1990,18427777778
2013,18496438641
2008,18504130753
2006,18505053191
2011,18525319978
1982,18525399202
2012,18528506894
2004,18529767934
1978,18530518395
2006,18550700000
2014,18558343508
1986,18569292305
1960,18593347519
2006,18610460327
2011,18644723861
1966,18651883472
1964,18699380731
2001,18702802395
2005,18703146375
2005,18737897745
1977,18792081786
2003,18802576988
2012,18851513891
2003,18881765437
1986,18891048819
2011,18913574371
1984,18920840000
1993,18938717359
1968,18942729779
1963,18954132366
2012,19048495519
1963,19074913948
2006,19081722875
1971,19085681968
2000,19088046306
2008,19112739664
1985,19138296376
2002,19152238806
1984,19162600000
2009,19175196446
2008,19206060270
1976,19213022691
2015,19215562179
2013,19271168018
2008,19271523179
2000,19288926545
1994,19289605583
1995,19297663097
2000,19325894913
1982,19342000000
1975,19349512941
2006,19356046328
2002,19363736264
1998,19395461990
1975,19448348073
2001,19452015605
1986,19462175322
1973,19466279070
1969,19466666667
2016,19469022208
1977,19470960619
1974,19482038223
1973,19486826980
2010,19490936349
2000,19507412224
1962,19538438425
1966,19544706292
2006,19579457966
1979,19584443288
1996,19587322786
1997,19593869595
1984,19622527480
2004,19640848729
1999,19645272636
1977,19648106122
2010,19649631308
2009,19652492637
1961,19666256020
1967,19667042556
2015,19676167240
2007,19707616773
1979,19707979303
1997,19731912494
1984,19735920492
2008,19749893536
2014,19756494435
1977,19779315170
1977,19838130715
1980,19839230769
1992,19858555215
1981,19870000000
1962,19911524247
1980,19912889861
1962,19926293839
1982,19929853575
2005,19952156475
1967,19992040788
2014,20002968838
2016,20016747754
2010,20030528043
2013,20046334304
2016,20047013274
2016,20047413006
2014,20050189882
1964,20070136000
1994,20079363626
2003,20082918740
2007,20104900000
1984,20130728274
2002,20142782835
1981,20150254096
1987,20155555556
2011,20176751242
2007,20182477481
2010,20186496527
1998,20209122027
2016,20213214172
2009,20214385965
1986,20249294118
1981,20249694002
2010,20265556274
1985,20289200000
1971,20334172260
1976,20334835544
2000,20342201356
2007,20343635320
1983,20355959237
1995,20374307047
2006,20403713461
1974,20404459472
2006,20409257610
1972,20431095406
2002,20481889764
1996,20515465834
2010,20523285374
1969,20524886616
2012,20536542737
1990,20632090909
2009,20661030000
2004,20662525941
1988,20692472760
1981,20694944226
1987,20702298397
1986,20721499308
1979,20730241410
1978,20733786069
1995,20736164459
1997,20746360430
1997,20749140606
2002,20776669467
1983,20790917197
2015,20844284855
1983,20869434305
2001,20875387068
1987,20897630201
2001,20898788417
1968,20906822495
2008,20917444920
1996,20948677840
1982,20953510235
2004,20955223881
2007,20958000000
1977,20971901273
1964,20979456379
2006,20983019924
1965,21000586933
1996,21035357833
2015,21060901604
2016,21063989683
2003,21074775206
2001,21099833784
2016,21131983246
1995,21134854978
1964,21137242561
2015,21154394546
1998,21171523985
2003,21188704081
1964,21211892260
1979,21213672089
1994,21250839258
2013,21261305413
2000,21263514833
2001,21272418792
1995,21273055398
2003,21277165886
2005,21287562189
2007,21295012099
1985,21295485883
2012,21295834133
2011,21329395901
1964,21343844644
1972,21358137115
1971,21365342795
1968,21376353113
2015,21410840909
2010,21418330000
2008,21430950000
1977,21441635411
1985,21442619681
2006,21447021570
2004,21457470203
2000,21473188882
2009,21475520709
1996,21480023017
1982,21500471496
2007,21501741757
1979,21505200000
2016,21516938910
1963,21527606675
1982,21577977770
2002,21582248882
1995,21588170498
2003,21633810143
2007,21642304046
1981,21649137620
1990,21650000000
2007,21656517484
1984,21665456808
1984,21697297872
1975,21704752066
1999,21709726722
1980,21728770055
2007,21730000000
2014,21736500713
1987,21765261042
1980,21773901117
1986,21774033333
2000,21774273832
1996,21776609772
1965,21790035117
1982,21793496819
2006,21796351575
1998,21803372267
1979,21803696985
1981,21810767209
2003,21828144686
1965,21829712000
1970,21854100496
2016,21894706041
2003,21917706491
2013,21942597765
1986,21969400000
2008,21972004086
1989,21988444444
2004,22039232610
1972,22059612417
2001,22066101341
1992,22085858243
1998,22125435372
1998,22135245413
2001,22152694162
2010,22157948396
1997,22165932063
1983,22204940512
1999,22235929043
2007,22237061730
1987,22255407685
1985,22278423077
2007,22311393928
1973,22347844649
2007,22365265026
1987,22365734482
1993,22367254865
1995,22387561845
2012,22389627294
1989,22499559086
1979,22526035941
1973,22534253703
1988,22555941176
2015,22566956982
2010,22583157895
2006,22600431878
2004,22649930576
1999,22689994990
1978,22706155475
1994,22708673337
2000,22823255802
1966,22867203317
1980,22912500556
1985,22920490774
2009,22938218085
1999,22943685719
2014,23003575201
1963,23021477292
1996,23041792540
2012,23043864510
2012,23132149257
2011,23139040000
2004,23141587718
2002,23142294436
2011,23170239901
1975,23223444446
1972,23232411898
1980,23245512449
1965,23260320646
1978,23263511958
1988,23272161397
2001,23289671102
2016,23337907619
2014,23359294149
1999,23386945597
1981,23405404730
1993,23409027476
2007,23410572622
2011,23460098340
1978,23489924726
2003,23533791209
2015,23559224762
2002,23563576758
2002,23616328816
1996,23678012697
1963,23684971463
1980,23689696768
1969,23710735895
2010,23757368290
1978,23762275652
1978,23775831783
1964,23787658192
2012,23813600000
2009,23820230000
1997,23822087053
2011,23849009738
1969,23857220125
1987,23878000000
1993,23941391391
2011,23963033444
2004,23965275996
1997,23969746850
1999,23983945191
2000,23996063503
1978,24006570178
1984,24039383608
2007,24077470572
2016,24078931933
2013,24084572491
1987,24093203445
1997,24147996550
1980,24154568627
1982,24164603059
2008,24194039256
2008,24224903100
1986,24226574634
1989,24231168859
1967,24256667553
2009,24277493862
1987,24298032258
1983,24308622503
1989,24312117767
1991,24316556026
1966,24337232000
1965,24348171157
2013,24350930000
2005,24406252457
1981,24417617184
1995,24432884442
1962,24450604878
2001,24468324000
1980,24488033442
2008,24522200000
2007,24577114428
2012,24595319574
2013,24599553472
2002,24636593223
1996,24657470575
1985,24680306905
1979,24746019537
1972,24753198262
1965,24756958695
2007,24758819718
2004,24763589077
1974,24846641318
1994,24848483838
2004,24861483281
1974,24867278714
1977,24871775165
1991,24881135586
2010,24884505035
2001,24892521237
1992,24906939560
1981,25004557094
1996,25017300000
2012,25041372222
2014,25054230000
1981,25056672166
2004,25086930693
1967,25087562181
2011,25099681461
1992,25121666667
2009,25130274124
2013,25137153149
1987,25213935012
1984,25220451794
1996,25226393197
1966,25302033132
1982,25325893206
1988,25337226971
1974,25351305682
1997,25366200000
2011,25381616734
1998,25385928198
1988,25423812649
1998,25432144406
2011,25433011405
2012,25503370699
1995,25544128199
2010,25562251656
1981,25568701754
1982,25592365394
1964,25605249382
2012,25694164489
1988,25705296184
2008,25710877660
2010,25713271277
1973,25724381625
1997,25732097913
1995,25733043137
1998,25736331247
1968,25760683041
2006,25825524821
1967,25931280079
1998,25941929462
2009,25942622951
1965,25962593795
2009,25977847814
2009,26017925552
1988,26040229793
2015,26052340000
2004,26094622564
2005,26125575942
2010,26143818510
2009,26169854045
2014,26175952942
1988,26178400000
2014,26224622451
2005,26252007830
2003,26265625000
1989,26314220188
1986,26336616250
1993,26362894737
1978,26364491313
2008,26409781215
1990,26410386669
2010,26425379437
2013,26436159315
1968,26436857247
2005,26524538566
1976,26542237355
1967,26556376000
1966,26567528898
2002,26571620979
1988,26579005760
2009,26593500000
1979,26625439344
2007,26743874287
2016,26797470000
1982,26804401816
1997,26843700442
1970,26849148286
2002,26878499206
2008,26910851362
1979,26918040736
1990,26932728899
2015,27009231911
1989,27023468666
2012,27040562587
2015,27059447775
1966,27062716578
2008,27066912635
1973,27081698249
2012,27084497540
1968,27114287370
1985,27118476174
1974,27145693810
2014,27150630607
1995,27191689008
1998,27209602050
2005,27211377225
1983,27242331886
1998,27249786142
2015,27282581336
1966,27288610147
2014,27295207928
2016,27317605346
2008,27368386358
1979,27371699083
1991,27392886873
2016,27424071383
2011,27427161523
2003,27453084983
1988,27458999472
2012,27463220380
1967,27463409202
1974,27472505466
1985,27493591484
1979,27502168727
2016,27572698482
1997,27660149541
1986,27734562640
1975,27778934625
1968,27817605743
1996,27821913815
1982,27826057613
2008,27839460964
2008,27870257894
1996,27884615385
1979,27940411250
1998,27981896948
2013,28045460442
1981,28100605515
1987,28101000000
2012,28119996053
2010,28123640999
1983,28137369499
1997,28162053027
2011,28223552825
2005,28233712831
1998,28249856028
1989,28266800000
2006,28279814925
1965,28344705967
1999,28364615242
1969,28434203615
1994,28448326757
1984,28500815241
1975,28525872476
2008,28526891010
1995,28546958641
2002,28548945000
2009,28573777052
1994,28607921929
1966,28630474728
1980,28638550499
1990,28645436569
1999,28683659007
1983,28691890433
1966,28721062242
1986,28748959729
2011,28776595745
1989,28781714764
2011,28840263380
2005,28858965517
1980,28861759209
1985,28873977228
1990,28901836158
2010,28917200000
2013,28965906502
1974,28985627907
1991,28998684211
1980,29036709872
2012,29104437355
2000,29114875622
1968,29143383491
1984,29148462483
2008,29227350570
2011,29233333333
1973,29293948127
1992,29300903643
2011,29337006833
1968,29363632000
1975,29494515597
1973,29515467988
2008,29549438884
2003,29557325056
1991,29675502270
2003,29697448108
1976,29779338843
2005,29821662537
1998,29828899206
1986,29868339081
1989,29885685143
1983,29907091340
2010,29933790334
1971,29981290025
2013,30014813756
1999,30022320518
1994,30074440483
1999,30121879435
1977,30144018493
1990,30180108562
2005,30210091837
2006,30216060233
2006,30231249362
1960,30282688203
1960,30293454848
1960,30293454848
1969,30297392080
2013,30314363219
1983,30346788438
1973,30347820635
1997,30354434553
1971,30359420847
2008,30366213095
1999,30415095887
1967,30421099787
1989,30423573842
1995,30429803651
1982,30530759334
2009,30562361123
2000,30565400000
1967,30591834054
1990,30603919000
1986,30605196451
2006,30607991862
2008,30612932803
1984,30642873038
1993,30657030223
2013,30659338929
1997,30698633109
2001,30703017450
1982,30725972787
1973,30730638896
1985,30734335449
2012,30749308511
1990,30757075595
2003,30833699703
2014,30881166852
2007,30901399261
2010,30906749533
2015,30916218544
2012,30937277606
1991,30957483291
1981,31055409443
1983,31079439502
2005,31081924577
2015,31125851064
1985,31144920554
1984,31151824659
1976,31152840485
2000,31172518403
2004,31183139301
1985,31200161095
1979,31225463218
1969,31256284544
2000,31261527363
2013,31273049200
1975,31303581395
1970,31385499664
2010,31407908612
1984,31408492877
2014,31419072948
1961,31454913189
1961,31465076776
1961,31465076776
1968,31475548481
1996,31493987642
1969,31503868835
1999,31580639045
1970,31584210366
1990,31598341234
1967,31647119228
1969,31649203886
1993,31655473664
2009,31660911290
2001,31682400000
1992,31708873955
2004,31734065934
1970,31764371339
2008,31862554102
1976,31873171719
1986,31899071054
2016,31930856402
2011,31952763089
2007,31958195182
1981,31980423453
1991,31995012469
1998,32004613750
1985,32123247561
2010,32174772956
2016,32179069149
1987,32181695507
2016,32217497470
2000,32256663838
2005,32273007554
1991,32285388165
1991,32287031000
1982,32291306282
2013,32348149947
2007,32350248411
1980,32353440727
1978,32393448089
2003,32432859000
1975,32435669626
2009,32437389116
1980,32450541843
1986,32502566978
1969,32515752000
2013,32539547872
1968,32598497786
2001,32685198735
1968,32687870982
2011,32726417878
1970,32837073290
1975,32877805200
1980,32899759311
2014,32996187988
2015,33000198263
2007,33050343783
1990,33113887818
2004,33122307692
2015,33145096414
1993,33166520085
2001,33176931054
1987,33195933430
1983,33212180658
1979,33243422158
1971,33293199095
2006,33332844575
1987,33351528115
2014,33387712766
1980,33400735644
1984,33511383986
1977,33524682308
1983,33565476346
2002,33590500000
2013,33593843662
2009,33689223673
1992,33711069431
1994,33768662171
2016,33806395514
1984,33809943282
1968,33875881876
2011,33878631649
1992,33881392045
1972,33929717614
1984,33943505718
1986,33943612095
1987,33961141503
2005,34004033804
2014,34028119333
1986,34083532195
1962,34093744324
1962,34104849889
1962,34104849889
2001,34110064452
2007,34113107086
1974,34160363583
1971,34259906250
2006,34304448150
2011,34373820500
2006,34378437265
2004,34470227454
1981,34509878044
1992,34590052812
1992,34630430000
2003,34658113497
1991,34672122381
2004,34685281848
1985,34689560465
2011,34699395524
1972,34733000536
1991,34748508332
1981,34846107862
2001,34890772742
1985,34894411352
1986,34942489684
2014,34942948737
2002,34949444323
1996,34987951375
1988,35044634015
2002,35064105501
2002,35083608131
1993,35158109999
2012,35164210526
1974,35189299985
1988,35271880250
2014,35372603446
2012,35393148127
1983,35451565749
2009,35477118070
1982,35538132657
1970,35541712000
2008,35596016664
1974,35599913836
1994,35604137423
1981,35646416953
1985,35699543051
2015,35799628571
1997,35822342618
2006,35822408612
2014,35826925775
1997,35838588170
1999,35870792988
1986,35880262675
2008,35895153328
2003,35901200000
1976,35942270686
2006,35952845583
1999,35976714101
1977,36035407725
1969,36038711600
1973,36066821280
1992,36139225288
1990,36152027893
1977,36176233117
2016,36179885714
1999,36183003978
1976,36187023256
2015,36188521107
1988,36275674203
1978,36283091408
1976,36308883249
2005,36346974008
2016,36372613023
1987,36373307085
1969,36384816241
1987,36384908744
1981,36388366869
1971,36426909888
1978,36527862209
1960,36535925030
1982,36589797857
2004,36591661000
1976,36601885925
2004,36627901762
1987,36658108850
1969,36659200358
2011,36709860068
1974,36806475350
2009,36906181381
1993,36922456000
2006,36961821894
1991,36970555899
2009,37021512049
1972,37115833946
2010,37120517694
1982,37140163934
2015,37160332465
1996,37182938696
2006,37215864759
2010,37268635287
2005,37347394603
1980,37367820731
1972,37408591330
2000,37438527800
2009,37440673478
1969,37458898244
2003,37500825974
2015,37517410282
2015,37543361204
1970,37555366021
1981,37571474568
1995,37662075750
1970,37677621538
2000,37711864407
2015,37733919936
2009,37733994976
1979,37816457839
1988,37818133413
1991,37834793730
2016,37847715736
1988,37885440419
1995,37939748051
2001,38009344577
1975,38114942529
2002,38137545245
1964,38140805165
1964,38154669432
1964,38154669432
2004,38203000000
1984,38253120738
1977,38265082645
2000,38270206950
2016,38299854688
1987,38413636364
2010,38419626628
1981,38424991534
1988,38472741737
1960,38552843709
1987,38579939947
2014,38616536132
2016,38654727746
1961,38709096075
1992,38724945368
1983,38729822782
1986,38749715722
1989,38848567631
2000,38857251336
1985,38900692712
2007,38908069299
1982,38968039722
1990,38995454545
1995,39030285468
2012,39087748240
1963,39094362716
1963,39106436784
1963,39106436784
2008,39136893345
1997,39147844526
2013,39197543860
1971,39200880000
1988,39212550050
1989,39285384083
2010,39332770929
2001,39459581217
2010,39460357731
1989,39540080200
2003,39552513316
2011,39566292433
2006,39587732029
1989,39648442534
1976,39681453146
1994,39690630000
2007,39738180077
2012,39954761200
2010,39999659234
1990,40010424929
1983,40042826244
1975,40059206763
2011,40075674163
1993,40119073326
1989,40171019643
1979,40219637901
1990,40274204595
2010,40284481662
2007,40289556656
1987,40377592077
1960,40385288344
2007,40405006007
2013,40415233436
1975,40474400473
1990,40477403220
1987,40507934171
1983,40595046639
1985,40603650232
1993,40614350197
1977,40649724011
1961,40693283774
2008,40713812310
2001,40716836998
2012,40742313861
1961,40767969454
1988,40809523810
1970,40881655099
1987,40946424370
1971,40980345656
1986,41075570592
1960,41093453545
2004,41178984265
1991,41239551378
1970,41243011987
1970,41304737373
2010,41338595381
2015,41402022148
1989,41464995914
2005,41507085000
1977,41508030431
2004,41574530816
1962,41599070245
1999,41632027600
1992,41649298171
1995,41764052458
2006,41789478661
1984,41797592963
1998,41806219379
1984,41807954236
1992,41855986519
1998,41883241472
2012,41939728979
2011,41953433591
1998,41976002704
1962,41978852041
2016,42062549395
2009,42066217872
2007,42085305592
1989,42105263158
1989,42119835735
2002,42236836821
2011,42262697840
1977,42263209302
1970,42327600098
1980,42345277342
2002,42392896031
2006,42414308117
1965,42497601518
1965,42511265776
1965,42511265776
1994,42542571306
1989,42575183906
1982,42595309883
2009,42616653300
2005,42643836075
1995,42647331000
2016,42689783734
2016,42738875963
1991,42745329732
1983,42803323345
2012,42847900766
1976,42959976068
2012,43031577366
2015,43072415017
1986,43096746122
1990,43130416913
2004,43151647003
2015,43156708809
1994,43160392124
1996,43161452678
2014,43228583935
2012,43310721414
1972,43316056615
1988,43353826991
1974,43401484420
2009,43454935940
2011,43476878139
2014,43524210526
1980,43598748449
2012,43868565282
1962,43887390094
1989,43920222525
1971,44010160464
1990,44024178343
2010,44050929160
2001,44137994252
2007,44169678153
2014,44210806366
1978,44270203154
2009,44291490421
1960,44307342950
1990,44311593756
2013,44333456245
1981,44348672668
1979,44498283621
2005,44530494505
1996,44558077827
1976,44575847808
1975,44633707243
1963,44657169109
1973,44704748983
2016,44708598649
2007,44765733380
2016,44802641830
1961,44842760293
2013,44856189500
2008,44856586316
1994,44882079767
2012,45044112939
1988,45176167472
1972,45178120000
1971,45183111211
1982,45207088716
1966,45253641300
2007,45275747861
1996,45340835000
1967,45341229114
1987,45343793103
1967,45355789870
1967,45355789870
1989,45401718443
1974,45412957746
2015,45415278647
2005,45416358502
1991,45417561302
2004,45427854693
1991,45451960732
1991,45474442836
1990,45495727007
2013,45519650911
2015,45628320606
1991,45715367087
2011,45810626509
1966,45877717975
1966,45892007068
1966,45892007068
2007,45898948564
2011,45915191189
1992,45964327559
2013,46014226808
2002,46174557556
1974,46209092072
2013,46251061734
2012,46352802766
2000,46386011231
1995,46418916500
1978,46426511628
1996,46438482370
2011,46466728667
2012,46473128286
2013,46473646002
1971,46492797365
1978,46523091010
1960,46535882350
1960,46535882350
1993,46578631453
1982,46622718605
2005,46656114032
1996,46659796773
2003,46731767494
1978,46737580497
1975,46773368206
1993,46775067751
2006,46802044000
1984,46802508845
1996,46941496780
1990,47028010661
1986,47127693792
1962,47209359006
1979,47259911894
1997,47290180589
2000,47310623887
2005,47334148578
2016,47340071107
2016,47407217531
1994,47554674591
2014,47587913059
1971,47614954969
2013,47648211133
2011,47654841113
1963,47776000903
2013,47805069495
1985,47820850975
2014,47833413749
2008,47850551149
2003,47875838926
2011,47962439293
1973,47999363072
1992,48003298223
2010,48013606745
1984,48020024788
2007,48114688201
2013,48116256926
1997,48177862502
1997,48187039000
1987,48187667853
1998,48187747529
2014,48197218327
1995,48213868178
1997,48244308275
1972,48263914959
1985,48284979093
2008,48288967303
1964,48314009339
2009,48376555306
2009,48388296489
1968,48498076332
1968,48511689902
1968,48511689902
2014,48545251796
1992,48635176853
1999,48640574567
1998,48770466839
1977,48773959624
1983,48801369800
2008,48852482960
1964,48882938810
2015,48921877448
1986,49006470880
1991,49142784405
2014,49165773100
1999,49170434391
1971,49204456700
2009,49209523810
2008,49259526053
1992,49279585355
1993,49297773130
1975,49322046233
1981,49333424135
1990,49364680083
1983,49428872678
1963,49429967764
2015,49459296463
1967,49466168893
2010,49540813342
2016,49598825982
1961,49639265058
1961,49639265058
2013,49745088112
1977,49784281716
1991,49847127266
1989,49881433991
2014,49904928335
1993,49946455211
2005,49954890353
1998,49984559471
1961,50056868958
1988,50078767903
2003,50132953288
1997,50150399792
1985,50161815202
1999,50187324568
2015,50199117547
2009,50244793832
1962,50383891899
2012,50388454861
2012,50412754822
2006,50453577898
1987,50535438696
2010,50610031136
1987,50622571586
2014,50656002896
1990,50701443748
1963,50706799903
2016,50714957391
2007,50888134410
2007,51007777000
1983,51014090521
1976,51169499891
2012,51264390121
1999,51270569884
1976,51280134554
2011,51290792018
2009,51370543206
1982,51397461686
1993,51478304860
1977,51545759221
2013,51552075902
1991,51552165622
1978,51700619835
2000,51744749133
1991,51749026408
1975,51776222350
2012,51821573338
2009,51884481410
1994,51894781282
1994,51897983393
1972,52003504673
2001,52030158775
2003,52064058834
2015,52132289700
1992,52156414979
1984,52234388082
1981,52346507380
1974,52377237128
1968,52377324280
2006,52416498943
2016,52419720714
1975,52438647922
1993,52480251890
1981,52485533205
1973,52544000117
1994,52549555149
2000,52623281957
2006,52742800000
1983,52815264030
1982,52832120390
2010,52902703376
1984,52926394935
1962,52969959487
1962,52969959487
1992,52976344929
2015,53074370486
1979,53132244624
2009,53150209168
2010,53212476812
2016,53237882473
2015,53274304215
1980,53301689401
1995,53312793687
2000,53369787319
1980,53405689130
1961,53508617739
1980,53685049410
1984,53698278906
2001,53821315066
2013,53851058955
2001,53872425917
2012,53903028252
1965,53909570342
2010,53954579004
2001,53991289844
1972,54008338918
1998,54086409000
1992,54239171888
1990,54310263045
1993,54368083953
2008,54409138498
1979,54481875805
2008,54526580232
1965,54527198662
1982,54617991327
1982,54713643064
2002,54724081491
1979,54727132893
2001,54744714396
2002,54777553515
1978,54786260044
2000,54790245601
2015,54840103850
1974,54845280151
2006,54961936663
1981,55004873035
1973,55018394946
2013,55097343448
2016,55187700000
1996,55252414130
1973,55271304000
1994,55315342817
2014,55347998648
1998,55501467877
2008,55589849128
1969,55605752591
2014,55612228234
1969,55619101230
1969,55619101230
1993,55625170253
1989,55631489802
1979,55653325581
1964,55726873076
2013,55758744571
1993,55802538219
2008,55849686539
2009,55887477076
1985,55914236378
1991,55933105364
1992,55985505159
1987,56064140277
1984,56091900000
1998,56227169851
1974,56333010460
1988,56352797354
1986,56379593720
2015,56454734397
2012,56485301967
1994,56531046465
1987,56609842393
2012,56677961787
2010,56725745039
2014,56732006512
2002,56760288974
1977,56781000101
1980,56829663469
1994,57008425296
2014,57080369368
2005,57123671734
1994,57166035689
2010,57222490769
2014,57236013078
2004,57240535138
2011,57418391042
2016,57435507212
2013,57531233351
2005,57633255618
1979,57647268409
1969,57668330027
2013,57690453461
1963,57710743060
2011,57746684847
2013,57769872075
2015,57784495265
1999,57840954000
1985,57935746667
1985,57937868670
1993,58033167762
1976,58044815996
1978,58082870156
1993,58124193833
1972,58137916908
1997,58147522523
2007,58371461971
1988,58428406897
1992,58450099415
1972,58539008786
1973,58567384059
2007,58603900000
2016,58631324559
2010,58641621847
1977,58676813687
2014,58722323918
2003,58731030122
1965,58760424675
1999,58761741658
1986,58793864198
1972,58971806627
1990,58986997917
1988,59089067187
1984,59105208273
2002,59116847822
1966,59160876213
1992,59167157498
1994,59305093980
2004,59440108585
1963,59564124019
1963,59564124019
2004,59626020162
2010,59665427465
2015,59687373958
1988,59707404561
1964,59708343489
1960,59716467625
1967,59734974396
1995,59775697061
2003,59867801205
2012,59937797559
2011,59977326086
1984,59989909458
2011,60004630234
2007,60093155533
2003,60158929188
1995,60159245060
1975,60240314536
2013,60269734045
1966,60358632035
1978,60362854967
1982,60412846239
2007,60448921272
1989,60600056659
2012,60613645121
1995,60636022423
1993,60644572348
1983,60644833242
1962,60723018684
2008,60763483146
1994,60783020995
2008,60806300000
2006,60882142857
2008,60905331599
2010,60945499584
1992,61013627266
1981,61076493506
2014,61445345999
1970,61589800520
1983,61627240831
1966,61638106877
1966,61638106877
2000,61649492817
1988,61667199835
1983,61678280115
2000,61701810000
2013,61739352212
2011,61757788945
2008,61762635000
1997,61792161168
1988,61865042440
1981,61877755005
2013,61965942057
1990,62045099643
1978,62052258694
1984,62057955033
2009,62080000000
1998,62191955814
1975,62227654281
2011,62236751773
2005,62343022651
1997,62433300338
1988,62503055645
2009,62519686000
1982,62647195538
1960,62651474947
1985,62658544411
2005,62697540107
2009,62703095751
1968,62963565810
1999,62973855719
2009,63028320702
2014,63067077179
1964,63175417019
2016,63225097051
1996,63320122807
1981,63596654761
1986,63696301893
1993,63743623232
2015,63767539357
2015,63767597194
1973,63782190903
1995,63918703507
1976,64005665722
1994,64084460124
1987,64087694038
1980,64201788123
1989,64248116732
2010,64328000000
1977,64367398025
1980,64439382896
2015,64464547915
1982,64546332581
1962,64638080209
1967,64768831262
1962,64769510577
1999,64867483193
2004,64883060726
1980,64980820835
1974,65082581295
2004,65108544250
2006,65140293688
1978,65147022486
2014,65231032303
2011,65292741297
1985,65416879914
1970,65427015247
1970,65441663595
1970,65441663595
2014,65446402659
2010,65634109237
1989,65641363783
1993,65648559903
1987,65652751132
2012,65685102555
1995,65743666576
2011,65951627200
1976,65977606587
1990,65977749038
1975,66029748931
1997,66074513018
2011,66197591877
2016,66293368010
2014,66327344189
2006,66371664817
1971,66452561868
1998,66490372105
1971,66565970098
1979,66567975207
1971,66584540144
1971,66584540144
2008,66596542818
2002,66628222189
2016,66707362091
1987,66742267773
2004,66768703498
1993,66894448545
2015,66903804143
1996,66985765439
1980,67018023256
2016,67220335570
1985,67234948265
2011,67327289320
2007,67516236338
2001,67523642262
1991,67530220219
1996,67629716981
2003,67655813930
2002,67716887203
1967,67859668331
1967,67859668331
2003,67863829880
2011,67937307412
1965,67978153851
1984,67985345162
1976,68055295080
2015,68102618092
2012,68125631150
1964,68207240591
1964,68207240591
1996,68263823149
1961,68346741504
2012,68434399083
2006,68640825481
1984,68688047481
2016,68763255964
1980,68789289566
1989,68790369107
2011,68990000000
1985,69208451593
1995,69222624495
1979,69252328953
1985,69386774475
2005,69442943089
1963,69498131797
2015,69516216247
2010,69555367000
1995,69642896354
2001,69668635000
2012,69684317719
2002,69736811435
2015,69831770871
1963,69994069449
1963,70136390296
1996,70140835299
1979,70366280175
1965,70436266147
2008,70481451814
1972,70509913047
2016,70529014778
1961,70538028276
2006,70596729394
2012,70647852493
1961,70681455169
1968,70759031842
1968,70846535056
1973,70924006306
2001,70979923960
1981,71034228097
1981,71040020140
1980,71127592754
1969,71150741265
1985,71190299393
1968,71227636447
1968,71227636447
1982,71275287328
2013,71284814648
2014,71392784817
1976,71494539498
1978,71557911569
2016,71583553488
2006,71819083684
1994,71841461173
1974,71976544000
2013,72065940086
1983,72121016623
1998,72167753771
1998,72207025219
1989,72250877410
2002,72306820396
2001,72309738921
1960,72328047042
2016,72374224249
1981,72425590649
1974,72436777342
2002,72546194000
1994,72587455092
1967,72881631327
2012,73141000000
1976,73250340512
1960,73257271838
1965,73302133559
1965,73302133559
1995,73447063319
1996,73535877988
1996,73571233996
1986,73586676050
1966,73654870011
1994,73777792327
1979,73937296655
1992,73942235330
2000,73952374970
1995,74119987245
2013,74164435946
1977,74188249979
2013,74317806755
1994,74477975918
1990,74599350281
1988,74703517903
2010,74773444901
1983,74796244335
1995,74906532240
1972,74988052257
1972,75015704819
1972,75015704819
1998,75106297716
1999,75173794497
2014,75244166773
1981,75367139535
2009,75492384801
2013,75527984234
1992,75575902932
2003,75643459840
1998,75674336283
1986,75728009963
2003,75833996000
1996,75880630040
1993,75954641355
2005,76060606061
1991,76109647374
2004,76216441462
1988,76261278405
2001,76262072022
1962,76313782252
1960,76340051020
1982,76559883721
1989,76636898036
1997,76645392483
2012,76689583355
1961,76694360636
1966,76720285970
1981,76777083557
1977,76778825025
1990,76928290842
1980,76961923742
1961,76976526265
2013,77148000000
1980,77173854592
2007,77414425532
1991,77464561150
1982,77773431088
2000,77860932152
1969,77887510242
1977,77971412146
1978,77994316621
1996,78039572222
1969,78199356805
1969,78199356805
1973,78314872621
1973,78425934894
1997,78436578171
1983,78540255814
1981,78676842366
1986,78693253276
1990,78721607509
2014,78813839984
1997,78839008445
2004,78845185293
2013,78938585176
2007,79041294874
1984,79092001998
1999,79148947368
1989,79169043642
1993,79207007623
2011,79276664000
1973,79279057731
2014,79356456990
