YEAR,GDP
2004,1937074572
1960,1939329775
2002,1941094972
1987,1941246972
1978,1941600704
1999,1942170999
1986,1944711061
2014,1944782821
2001,1945327565
1980,1945916583
2013,1946500000
1968,1947333333
1978,1947947524
1994,1948118228
1998,1949481381
1992,1950900000
1962,1954634836
2005,1958711603
1990,1959965244
1984,1960567071
1975,1960863466
1969,1962050556
1981,1963995651
1987,1965274882
1985,1965384586
1969,1965546218
1969,1965714286
1972,1968733022
2006,1970135199
1995,1970347721
1993,1971525999
1964,1975701728
1963,1978437693
2003,1980901554
2009,1981728141
1971,1984800000
2008,1985239277
1994,1985673798
2010,1986014846
1991,1986437860
1972,1987300000
2002,1987622279
1996,1987770899
1998,1989343495
2004,1992066808
1981,1993512326
1993,1996000000
1988,2000674667
1962,2001468868
1962,2001502679
1969,2004435484
1960,2004785088
1991,2007109829
1989,2010116851
2014,2013000000
1984,2014185769
1982,2017612218
1999,2018193703
1988,2019474244
2003,2021301676
1990,2023318252
2003,2023324407
1961,2025689537
2010,2026864469
1993,2028295455
1992,2029026704
1995,2030749952
1987,2033588819
2015,2034000000
1986,2036303381
1960,2037150716
1984,2041100000
1987,2041538057
1974,2042031901
1993,2046189032
2007,2049139372
1965,2053462968
2011,2054489853
2015,2059258653
2009,2061323854
1991,2068526522
1986,2070081366
1993,2070647127
1988,2072735787
2004,2073255525
2004,2076148696
1998,2076737357
1994,2081846483
1981,2087496374
1961,2088012282
2004,2089188829
1987,2090629723
2006,2092585623
1988,2093571674
1997,2093994597
1962,2094400000
1977,2096568479
1975,2096699189
1983,2097274290
1965,2097451694
1984,2098734600
1974,2100142653
1985,2100223150
1974,2100249875
2016,2101000000
1972,2101300000
1990,2101624963
1972,2107279157
1979,2109277663
1972,2112293280
2005,2115154262
1995,2116003868
2010,2117039512
2001,2118467913
1989,2118574772
1988,2126000000
1966,2126300672
1982,2128089611
1996,2129266728
1988,2130603255
1970,2137096774
1979,2139025000
2010,2139072848
1970,2140383696
1988,2143484488
1969,2144333333
1994,2151295182
1980,2154311277
1974,2155555498
1987,2156624900
1987,2157434025
1975,2157592937
2007,2158496873
1982,2159242417
1983,2160364071
1982,2160640567
1985,2160872541
1994,2167569095
1988,2169040742
1995,2169627251
1961,2169733054
2002,2170481509
1981,2170893418
1986,2173750013
1982,2177500000
1971,2178716300
1989,2179567111
1989,2181821902
1976,2181844194
2012,2184183758
2005,2184444849
1989,2185072798
1985,2186505475
1974,2188307600
1972,2189418001
1989,2191096860
1984,2193581366
2003,2197612701
2006,2202809251
1991,2203536031
1964,2206466461
2004,2211535312
1988,2212536313
2016,2212638830
2011,2212699747
1970,2215028588
2015,2220380802
1989,2224857785
1977,2226538694
2004,2228279330
1987,2233006102
1975,2235746645
1972,2237476420
1992,2240264712
1983,2240333333
1969,2245011572
1979,2251499950
1974,2255496995
1990,2256838858
2009,2257083699
1992,2257129874
2005,2257174481
1981,2259179125
1962,2260349684
1995,2261969870
1971,2262544100
2003,2264911807
1976,2266860656
1997,2268301538
1973,2268714286
1988,2269233639
1987,2269894737
2008,2271646188
2010,2273225042
1993,2274557914
1981,2275583317
2007,2278229880
1984,2278248953
1988,2280356194
1996,2281039098
1985,2281258065
1975,2283049233
1962,2289494618
1992,2291175765
2016,2291321667
1979,2293621944
1970,2296470588
1987,2297753649
1997,2298410391
2010,2301168187
1986,2301514717
2010,2306502374
1983,2308102953
1981,2310099100
1987,2310454961
2008,2310743218
2005,2312319579
1989,2314159887
2003,2315935753
1992,2316562500
1992,2316618543
1985,2320699900
1977,2320786491
1997,2322719101
2009,2324870824
1991,2327986216
1976,2328280100
2005,2331005587
1987,2331358820
1993,2332018011
1963,2333600000
1989,2335124988
1964,2340521143
1973,2344699900
1992,2344987614
2009,2345294879
1978,2350329157
1999,2353909442
1987,2354117303
2011,2355652126
2012,2356495468
1986,2358592817
1977,2358930406
1975,2359555556
1997,2359903108
1996,2361116588
2009,2363156432
2004,2366398120
1975,2366666616
1985,2366666616
1982,2368584970
1971,2369308600
1987,2369835439
1984,2373566957
1974,2375096249
2002,2376335048
1991,2379018326
1996,2379281768
1995,2379518099
1962,2379606422
1988,2384295764
2010,2385950664
1965,2387048255
1978,2389479269
1989,2389593022
1966,2391486978
1993,2394823062
1982,2395429852
1988,2395493878
1990,2396520509
2003,2398645598
1974,2401403227
1975,2404697651
1989,2405021933
2012,2408666379
1996,2411872918
1976,2412555426
2008,2413251996
1971,2417108578
1961,2417237754
1978,2420260870
2006,2421474860
1985,2423373088
1995,2424499009
1979,2425033998
1995,2428461395
1966,2429309514
1985,2430411900
1963,2430843768
1963,2431591781
1989,2432029380
1961,2434776646
1980,2434884951
1965,2435078534
1975,2435304100
1970,2437666667
1967,2441893027
1988,2442507588
1975,2442667573
1983,2447174803
1976,2447300000
1997,2447669404
1997,2450084970
1999,2450686660
1998,2455092582
2005,2460248026
1994,2460670288
2001,2461665938
1973,2465493032
2010,2467703911
2011,2468754075
2012,2472384907
1986,2472500000
2015,2476746087
1998,2479721341
1991,2480497548
1990,2480673305
1990,2481316054
1995,2482228440
1977,2483000000
2013,2483396542
2000,2483953103
2003,2484745935
2007,2488365727
1966,2489845017
2009,2489985963
2001,2491822707
1989,2498059015
1981,2498068351
2009,2498932961
1976,2500410584
1973,2502142444
1996,2504033252
2008,2505458705
2015,2505886025
1988,2506554607
1973,2508421235
1980,2508524716
1962,2510000000
1963,2510126748
1990,2512079324
1975,2512784033
1994,2513870587
2011,2515245776
1995,2521738760
2007,2523462557
2005,2523471532
2013,2526009073
1990,2529310104
1978,2532331673
1993,2533727592
1991,2534720480
2001,2535333632
1996,2540697538
1987,2543199148
1980,2545983008
1990,2547163582
1989,2547340984
1991,2548876960
1997,2549296475
1990,2550185618
1993,2550195043
2014,2551126949
1982,2552401933
1984,2552526263
1967,2553596092
1972,2553936348
1976,2555555567
1976,2560220035
1990,2560785660
1994,2561118608
1983,2562492525
1987,2565634382
1980,2566000050
2000,2569186643
1973,2569200100
1964,2570500000
1991,2570833333
1960,2571908062
1993,2574439973
2011,2576024116
1984,2581207388
2005,2581465864
1968,2582180794
2011,2584463687
1996,2586550747
1976,2588106000
2010,2588176058
1971,2589851693
1978,2591178368
2004,2598231467
1960,2598500000
1978,2602748691
1998,2605688065
1982,2606621255
2011,2607739837
2013,2613464380
2014,2614566292
1989,2615588546
1988,2616040646
2010,2616610911
1975,2618666667
1985,2619913956
2007,2623726257
1981,2623807074
2006,2626380435
1964,2626895912
2000,2628920056
1990,2629395066
1989,2636461517
1978,2644449232
1988,2644536804
2000,2647883820
1986,2648033766
1991,2653141959
1990,2653480001
1991,2653781596
1971,2656000000
1963,2657247327
1968,2663119574
1997,2663238983
1999,2664026095
1990,2666616177
1978,2669755116
2001,2671401083
1990,2674000000
1964,2674441396
1972,2677729400
2012,2678494689
1980,2679409453
2001,2680213931
1990,2681912030
2000,2682347064
1989,2683254708
1988,2687472830
2002,2688630823
1999,2689787918
1988,2690717551
1967,2692474989
1995,2693731866
1996,2695390000
2006,2696020575
1997,2697105694
1993,2701181331
1973,2701874664
2002,2702427047
1963,2703014867
1984,2705535756
1995,2706425298
1998,2707123772
1993,2709178327
1987,2713999900
2013,2714505635
1968,2716964388
1989,2717998688
1972,2719900351
1994,2720297739
1960,2723648552
1991,2724131545
1991,2724853508
1983,2725736633
2004,2727507213
1973,2730787476
2003,2731416346
1976,2732083958
1978,2733183857
2005,2735558726
2003,2736666516
1992,2737066956
1977,2738261900
1984,2739444444
1978,2740301390
1977,2741169948
1976,2746714286
1991,2750041434
2008,2752307016
1975,2752771044
1971,2754220263
1987,2754463438
1986,2754566176
2004,2758117365
1960,2760747472
1976,2765254360
1964,2766608946
1969,2769532344
2004,2770082792
1983,2774199193
2011,2774351758
1996,2780422212
1996,2786045322
2011,2788022889
1983,2788530415
1994,2791435272
2008,2791960894
2001,2794259783
1992,2794581115
1964,2798339769
1990,2798746051
1999,2800024314
1979,2803780006
1990,2804379662
1998,2804902724
2003,2807061009
1971,2807258065
1977,2809349074
1975,2810106390
2014,2810547884
2015,2811489409
2001,2812845514
1995,2813313282
1978,2813375000
1962,2813933900
1988,2817900000
1993,2818280876
1981,2819500000
1965,2828615453
2006,2830236054
1992,2830673389
2001,2833442750
2006,2834168889
1990,2838485354
1997,2840182192
1994,2843300000
1986,2850784523
1991,2856890681
1992,2857457860
1985,2857889712
2016,2858517699
1975,2860411286
2012,2861562266
1970,2862504170
2009,2870624636
1970,2873984878
1998,2874459305
1973,2875625000
1966,2876395613
1979,2876729410
1965,2881500000
1964,2881545277
1972,2882000000
2012,2886170570
1984,2887825524
1974,2894409912
1986,2896178867
1968,2896947634
1961,2899654840
1982,2903500050
2000,2904662605
2002,2905973022
1999,2906009308
1996,2907517543
1964,2909351793
1998,2920358587
1992,2923764926
1974,2925600000
1997,2932827000
1992,2933222706
1998,2934578789
2004,2935659300
1977,2936470588
2007,2936612022
2005,2937071767
1984,2939485472
1977,2941640100
2011,2942546781
1965,2945704143
1993,2946263929
1965,2948325264
2002,2949637039
1977,2953333418
2000,2954129566
1965,2956356984
1987,2957255380
2003,2960306121
1985,2962199836
1976,2966010230
1985,2966234106
2005,2971167185
1974,2973309272
1994,2977040722
1981,2979061412
1989,2985467979
2013,2987684170
2005,2988338439
1963,2992333333
1999,2993753187
2000,2995360969
1994,2998570147
2002,2999511040
2005,3006725015
1989,3006988217
2016,3007029030
1969,3008120975
1985,3008412960
1976,3009409971
1988,3010982414
1999,3012081738
1991,3012742078
1991,3014890569
2002,3019993739
1987,3020611600
1992,3021910217
1992,3024459564
1979,3030251116
1961,3034043574
1994,3038727617
1966,3039834559
2006,3040716679
1967,3046339295
1990,3048881323
1986,3052393617
1995,3052467522
2004,3052898739
2002,3054571082
1999,3056999988
2000,3057453483
1972,3059682162
1989,3062000000
2015,3066681387
1966,3067843649
1991,3068444712
1974,3070151901
1993,3070161471
2003,3070691320
1977,3072427013
1980,3072698328
1976,3076592431
1983,3076999950
2014,3077643314
2001,3081024212
1990,3081479800
1989,3083800685
1961,3086746936
1986,3090734463
1993,3092000000
2014,3093647227
1996,3094915506
1990,3101301781
2006,3102741451
1966,3104034393
1992,3109000000
1982,3109677456
1991,3111160000
1969,3112166848
2001,3116650000
1965,3120307808
1998,3120425503
2000,3121500000
1974,3121833333
1978,3127960000
1995,3130270919
1998,3130748000
1991,3135045684
1979,3135123879
1970,3135485929
1965,3136258897
1996,3137848783
1961,3138500000
1977,3138666667
2010,3140508836
1966,3143538482
1987,3143848331
2006,3152016557
1998,3158806480
1995,3159901232
1974,3161499900
2009,3163000529
2008,3163416242
2012,3164615187
1990,3166000000
2002,3169600000
1966,3170500000
2010,3172945645
1996,3176749593
1981,3176771103
2005,3178126492
1993,3179225949
1990,3181206305
1992,3181921788
1972,3185987235
1967,3188945512
1977,3189428571
1990,3189539641
1969,3189740055
1960,3193200404
2015,3197225182
1992,3200539816
1988,3204461567
2002,3205592290
2006,3207032513
1991,3208098919
2003,3208837077
1983,3216307692
1993,3218475900
2001,3219487825
1990,3219730365
2000,3219910666
1993,3220439044
1990,3220920085
1992,3224267548
1979,3226678628
1977,3227436282
1982,3232804218
1975,3233431611
1983,3236430348
1973,3239488105
1978,3244558600
1977,3249697393
2005,3255789081
1986,3258288891
1994,3259000000
1975,3259344936
1993,3263368410
1991,3263761938
1991,3267367610
2002,3269000000
1968,3271415868
1979,3271728272
1993,3273237853
1968,3274645643
2003,3274850000
2016,3278425328
1968,3278584478
1993,3279063318
2013,3281585236
1970,3281713806
1987,3281797039
1995,3282800000
1976,3284301332
1992,3284625277
1990,3285217391
1962,3286773188
1987,3286987552
2006,3291353836
1997,3291489841
1967,3293145007
1982,3293533288
2008,3294093485
2013,3295011381
1974,3295861019
1978,3300000109
1962,3308912797
1973,3309353600
1988,3313540068
1994,3313739674
1996,3314898292
1984,3319000000
1991,3321729057
1999,3324433000
1979,3325500000
1968,3330393310
1997,3338949152
1985,3339914759
1967,3343636773
2006,3344402193
2014,3350736367
2003,3355083117
2010,3355695364
2007,3356757497
1960,3359404132
2002,3361251198
1979,3364611432
1977,3366368665
1993,3370842211
1967,3370843066
2001,3373827098
1984,3376172170
1991,3378882353
1994,3381270208
1994,3383218923
1998,3383565222
1967,3384063360
2002,3385000000
1983,3391275731
1987,3392021011
1994,3395406278
2002,3395778674
1982,3399189100
1992,3401211581
1986,3403638194
1999,3404311977
2007,3405050612
2005,3405134832
1964,3405333333
2006,3408272498
1980,3409023699
1996,3409600000
2006,3414055566
1999,3414760915
1961,3417516639
1992,3419487441
1995,3429000000
1994,3432356579
1981,3437200200
1999,3439463140
1986,3439716562
1995,3439931907
1995,3441205693
2011,3442062830
1997,3443413389
2003,3446442219
2000,3447191071
2000,3447543138
1992,3448326858
2006,3452882514
2003,3453000000
2004,3454362686
1964,3458518494
1999,3461282294
1979,3463565881
1979,3463639900
2001,3465305993
1981,3467819149
2007,3469363996
2002,3472194099
1991,3473562850
1976,3474542392
2004,3476094499
1999,3477060138
1981,3478787909
2000,3480219000
1993,3481990761
1988,3487009748
2002,3495748398
2003,3495868808
2016,3502397094
1980,3503282103
1983,3506347800
1996,3506695720
1997,3510540809
1983,3511573992
2004,3514350000
1999,3517242477
1985,3519666339
1990,3520551724
2000,3521348155
1981,3521512389
1994,3522272321
2008,3523185920
1978,3523208810
1985,3523612563
1996,3523842275
1989,3525228153
1982,3526198070
1980,3526287037
1992,3530892749
1967,3532700000
2008,3532969035
2001,3534771969
2003,3536411824
1981,3537099150
1998,3537683046
2004,3537721020
1975,3538283322
1963,3540403457
2006,3543256806
1976,3544268025
2002,3545230258
1997,3545776697
1974,3545933562
1989,3546460177
2001,3546783708
2002,3555800000
1994,3558137040
1992,3558215110
2003,3560000000
1984,3561451562
1978,3562333458
1989,3563448310
1969,3563687635
1997,3567062512
1996,3570271558
1998,3571043103
1973,3571666667
1980,3573959900
1974,3574586466
2004,3576615240
1989,3576966800
2009,3580417067
1998,3588376057
2003,3588988601
1976,3591319857
1981,3594868208
2001,3596448035
1996,3597220962
1975,3599300100
2000,3600683040
1963,3600957771
1996,3606968434
1996,3609000000
1982,3612171958
1998,3613500117
1984,3615647477
1977,3617580172
1982,3618007844
1983,3619294121
2014,3624000000
1990,3627562403
1995,3628440275
2000,3632043908
1994,3636645995
1985,3639499950
2004,3639935348
1980,3641723322
1982,3645744681
1975,3645900000
2006,3646728060
1969,3651615453
1985,3651861702
2000,3654031716
2005,3655909664
1988,3655979702
1994,3656647744
2005,3659251526
1993,3660041667
2009,3660530703
1984,3661683400
1978,3662478173
1965,3663333333
1969,3664575983
2004,3666349049
1976,3667161241
1962,3668222358
1995,3668261062
2007,3668857104
2009,3670515288
1997,3671816504
1999,3673288264
2001,3680483000
1999,3685135085
1992,3690328964
1995,3693753379
1973,3693760000
1993,3694600400
2014,3697351594
1979,3697940410
1991,3701667053
1988,3702393617
1979,3704551600
1987,3704813886
1997,3705372039
1960,3707055901
2001,3709637830
1988,3713614458
1999,3717515283
2007,3719497371
2016,3720649375
1971,3722050816
1998,3723903724
1979,3733352635
1983,3735106383
1991,3735117374
1997,3735312143
2016,3736588554
2005,3736599925
1998,3738704468
2011,3756023160
1978,3758220890
1997,3759800000
2013,3764000000
2015,3765000000
1986,3771663200
2000,3772851420
2011,3774530616
1998,3775160797
1987,3778316380
1962,3779841410
1984,3782523088
1997,3783788551
1969,3787077344
1991,3787352287
1998,3789428160
1990,3790567052
1975,3791298146
1999,3797016069
2004,3799000000
1985,3800368600
1970,3800766536
2012,3801862611
2007,3802566171
1995,3807067122
1986,3808500050
1999,3818954448
2007,3824811913
1998,3826527631
1988,3828310735
1980,3829500000
1988,3834503378
1983,3844723142
1968,3852115817
2004,3857000000
1981,3862269127
1994,3863185119
1989,3863563830
1970,3864170913
1971,3865346535
2012,3866617463
1996,3869032271
1981,3872666667
2009,3875409836
1994,3877196915
2000,3877673539
1971,3880370402
1964,3889129942
2002,3889758024
1973,3891755552
1975,3893839190
2005,3897300000
2003,3905366188
1984,3905585106
1963,3905734460
2000,3908661518
1968,3909780525
1980,3910036925
1995,3911053180
1970,3920853184
1991,3921476085
1977,3922895892
1986,3923232122
1998,3923637971
2004,3927157867
1966,3928171298
1997,3935303220
2002,3937228000
1996,3939097727
1968,3941700000
1995,3942478206
1991,3942792837
1996,3945340776
1976,3951399900
2000,3953839594
1996,3954696874
1970,3956328426
1960,3957873926
1987,3958045800
1986,3959379488
1997,3962710163
1973,3964295673
2003,3968000000
1988,3970386266
2012,3972012571
1993,3973027397
1983,3976453967
2008,3978425881
1966,3980000000
1974,3982161400
1995,3982374846
2001,3984000517
1963,3988246109
1994,3990430447
2003,3991374549
1982,3994777778
1996,3995028593
2006,3997852636
1989,3998637681
2006,4000239273
2001,4003700000
2015,4006531188
2008,4007353157
2007,4016972351
2002,4018365247
1979,4020227931
2015,4020275298
1986,4022192404
1980,4024621900
1967,4030000000
1996,4034037162
1979,4035519323
1982,4035994383
1995,4040345933
1960,4040948154
1980,4042139901
1965,4043901724
1998,4051147228
1978,4052000413
2015,4052913386
1961,4054599181
1983,4057275078
1994,4059352153
2001,4060758804
1994,4066775510
1984,4067222369
1998,4067800000
1991,4071219198
2006,4078158324
2013,4080929201
1988,4082625953
1994,4087337960
2015,4087628276
2012,4087724528
1974,4090209682
2001,4094480988
1980,4094810488
2012,4095000000
1997,4102648720
1977,4104509583
1993,4105706152
1960,4110000000
2004,4110348444
1972,4113848002
1977,4114667063
1998,4116699437
1999,4127313818
2002,4128820723
2010,4139192053
1995,4140470000
1992,4146513722
1987,4152499950
1999,4153725967
2003,4157082464
2009,4159330370
1990,4160003917
1993,4160086253
1994,4167356037
1998,4169664285
1992,4183548189
1989,4186411457
2003,4186525000
1997,4187367602
1968,4187777711
1986,4189860416
1988,4189880000
2013,4190143206
1994,4190819314
2002,4193845678
1960,4196092258
2005,4197000000
1960,4199134389
2009,4203000000
2003,4205691222
2006,4213000000
2006,4220053411
1989,4220945005
1981,4222441673
2007,4222962988
2016,4224209599
1997,4227273069
1990,4229787234
1962,4233095590
2007,4234999823
1964,4235608178
2011,4239000000
1971,4244340334
2006,4246600000
2008,4250000000
2015,4251869870
1969,4257218772
1993,4257702197
1990,4258743263
1995,4258788725
1994,4259330999
1971,4262673220
1982,4264252336
1999,4271200000
1960,4274893913
1988,4278792597
1980,4279637934
2005,4280072626
2002,4284028483
1999,4291172816
2007,4291363391
1997,4303281932
1990,4304398866
2000,4306192436
1996,4308351903
2005,4310356253
2000,4313600000
1976,4318372000
1989,4323058824
1975,4328610490
2004,4329200000
2001,4331870648
2010,4339000000
2010,4343665075
1991,4344250257
1987,4347956299
1978,4351600500
1971,4356633663
1964,4356913870
2004,4363934494
1977,4364382100
1976,4365300200
1981,4366213850
2010,4368398048
1975,4371300700
1989,4372215300
1995,4373665146
2016,4374127212
2007,4375000000
2014,4377293816
1992,4377984100
1993,4378645081
1981,4384685230
1965,4388937649
1997,4389965591
2015,4391113415
2002,4397254608
1962,4399827768
2016,4399995987
1995,4401104418
2007,4401154128
1970,4401259497
1989,4404970059
1978,4409920644
2004,4410764339
1984,4412279865
2004,4414929220
2008,4415702800
1981,4415844156
1989,4420168102
1979,4421343606
1996,4421943910
1996,4422160018
2011,4422276622
1961,4426949094
2007,4432192844
2009,4434050000
2002,4435078648
2010,4438778424
2005,4439000000
1980,4445228057
1998,4446396218
1960,4446528165
1995,4449375346
1972,4451200973
1991,4451497288
1985,4456240741
1969,4460700000
2010,4461650000
2002,4462028989
2013,4464260489
1961,4467200336
2014,4469573275
1990,4471828622
1971,4476001946
2014,4482880424
1998,4483417120
2004,4484703000
1969,4485777644
1977,4494378855
1988,4496852073
2006,4504000000
1985,4504342153
2009,4504549214
1972,4507335667
1976,4507929104
1994,4510846968
2004,4521424807
1996,4521580381
2007,4523750000
2016,4529050000
2001,4529575348
1966,4532660145
2001,4536538211
1980,4537487843
2011,4538198499
1963,4540529105
2008,4545674528
1961,4552914000
2013,4560713074
1989,4563482604
1999,4581222442
2000,4582555125
2003,4583644246
2009,4583850368
2015,4584150000
1977,4587100200
2014,4587928884
1990,4592224067
1984,4593908719
1984,4594891581
1974,4595000000
1988,4597615563
1989,4599970618
1999,4600000000
2007,4601299567
1992,4601413264
1979,4602416625
2008,4607300000
2014,4608350000
1961,4609727273
2013,4612500000
1980,4614086400
1991,4616223404
1968,4619000000
2008,4621000000
1998,4635267225
1995,4636113480
2004,4648628921
2012,4656350000
2003,4658246918
2011,4660900000
1976,4662053708
1999,4662992036
1997,4663193916
2006,4663488363
1993,4669488516
1997,4672503920
2000,4679604754
1982,4680567376
1983,4683697830
1999,4685729739
1965,4687464055
2002,4689832690
2009,4690062255
1962,4693566416
1991,4694744898
2003,4703504467
2016,4703632978
1999,4711259427
1989,4715978868
1995,4730611067
1985,4732017873
1995,4734020037
1985,4738559685
2016,4739298730
1996,4746109767
1992,4751063830
2006,4756204070
1982,4764549532
2001,4766928747
2002,4767303154
1982,4768765017
1978,4774400000
2009,4781000000
1998,4790458837
2010,4794357795
1986,4794444444
1985,4796628461
1987,4797777778
1990,4800900000
2004,4802142870
2007,4803000000
2005,4803702821
1961,4817580184
2011,4820499924
2012,4823831657
2015,4826587058
1980,4831447001
2005,4831800000
2007,4833561456
2004,4838551100
1963,4838841456
2015,4844223107
1996,4847752843
1984,4850241442
1967,4854576371
1999,4855717875
1998,4856255044
1993,4859766161
2008,4860576609
1970,4863487493
2005,4865892972
1990,4867582620
2005,4868136000
1998,4873242526
1963,4875309866
2001,4877602060
1970,4877684933
1995,4878719133
1992,4879018602
1978,4884869092
2010,4895000000
2005,4900469950
2003,4901839731
1994,4907861406
1962,4909302954
2006,4910100000
1978,4910257283
1989,4913065111
1997,4918691917
2013,4920343195
1983,4920407601
2011,4928000000
1963,4928628018
1980,4928824958
2003,4931312147
1972,4934739944
1997,4936605080
2003,4946292775
1994,4947205860
1991,4956588279
1995,4958845906
1997,4961119000
1984,4966710013
1962,4968603736
1993,4974662910
2009,4979481980
2012,4980000000
2000,4983024408
1988,4985153203
1992,4991350458
1985,4993829194
2014,5015180977
1961,5016048786
2000,5016469069
2001,5018874179
1997,5020214747
1998,5030344074
2002,5031510909
1969,5032434971
1999,5033642384
1970,5034700000
2005,5039293031
1995,5039552482
1987,5040708115
1972,5043268549
1985,5044592913
1986,5053021951
1996,5065830414
1997,5066240419
1982,5067450002
2000,5067865321
1990,5068000000
1972,5074117545
1987,5074829932
1971,5077222367
1962,5081413340
2008,5081432924
2010,5082366478
1988,5100405772
1983,5102281256
1971,5104355309
2000,5107329007
1977,5109324009
1965,5111621014
1996,5115602837
2004,5125273881
1964,5130407728
1973,5134367778
1966,5135387846
2008,5139957785
2006,5142380779
1999,5144045360
2013,5145757576
1996,5155485420
1974,5159557176
2008,5161336170
1960,5163271598
1963,5165489010
1965,5166861068
1983,5167913302
1979,5177459400
2011,5179690136
1968,5180597621
1997,5197332974
1988,5197840973
2012,5199000000
1993,5200265957
1968,5200895982
1998,5202215657
1967,5203135937
1974,5216773826
1981,5219516810
1981,5222421500
1960,5224102196
2002,5224213018
2012,5225533500
1981,5231808670
1983,5237432542
2014,5240606061
1986,5247193069
1989,5251764270
1995,5255221425
1964,5271404668
2005,5271518870
2000,5272617196
1989,5276480986
1993,5278182971
1966,5279230817
2004,5285465686
2007,5291950100
1999,5302532113
1978,5303734883
1991,5307905882
2002,5310381151
1991,5311000000
1992,5311329067
2001,5314909954
1963,5319458351
2008,5320925102
2003,5322454926
2001,5323146566
1997,5326816859
1962,5327573509
1995,5329214163
1969,5329333333
2002,5333862371
2013,5337000000
2004,5337833248
1966,5339520613
1991,5343274312
2010,5350674803
2013,5352000000
1998,5353524000
1993,5368270615
1999,5372543554
1988,5374315190
1985,5377277407
1970,5377333333
2009,5379378135
1964,5379845648
1964,5386054619
1973,5390816069
2014,5391475277
2009,5397121856
1991,5402919957
2008,5403363917
1973,5408293999
2006,5414299000
1962,5416272727
1983,5422656262
2016,5433038647
2002,5438857107
2009,5439422031
1992,5439552941
2006,5443896500
2008,5443915121
2004,5444474268
1994,5444560669
1987,5446428681
1966,5452762963
2012,5456009385
2003,5456583589
2005,5462709498
2003,5474030080
1986,5477895475
1977,5480500200
1999,5484257417
1960,5485854792
2009,5487083658
2001,5489608300
2000,5494252208
1979,5498800100
1994,5502648500
2007,5505800000
2000,5505984456
2006,5515884349
2013,5518901971
2014,5531000000
2012,5537537000
2006,5541929393
1992,5545921947
2011,5550771000
1964,5552822484
2009,5557245122
1987,5565384032
1994,5567553457
2013,5573710000
1967,5579168510
1990,5591130218
1992,5592390849
1982,5594118400
1971,5594770352
2003,5597367853
1975,5598000000
2001,5601090584
1993,5605841536
2003,5609831328
1998,5617109245
1991,5617236033
2008,5623216449
1993,5625533410
1961,5632460937
1979,5633000318
1975,5633386680
1985,5637259300
1967,5638461442
2010,5642178580
1995,5643439262
1992,5643893347
1971,5646800000
2014,5647000000
1990,5647251908
2009,5653792720
1965,5654463586
1963,5668187500
1961,5670064168
1993,5678827999
2004,5682719260
1992,5684291719
2000,5685774809
2007,5685988395
2008,5687488209
1970,5693005200
1996,5694040337
1990,5695201563
2015,5697000000
2001,5707720391
1972,5710107420
1979,5711457760
1990,5716644272
2010,5718589799
1989,5718878002
2013,5724227185
1999,5726897998
1967,5727195020
2003,5727591800
1986,5727602649
1993,5734676561
1968,5736083835
1997,5737751332
2011,5739977477
1967,5740241166
2010,5744414000
2003,5746945913
2001,5748990666
1993,5751789915
2005,5755215200
1995,5755818947
1996,5759537726
1969,5761588762
1982,5769767900
1991,5770197348
1996,5771454940
2010,5774003744
2009,5778915418
1995,5779285208
1965,5784398977
1996,5785685311
2000,5788329609
1995,5788368511
1965,5790247619
2016,5793000000
2004,5795568205
2004,5805598400
2009,5806378000
1979,5811444661
2010,5811604052
1994,5820383306
1987,5826987203
2008,5827468750
2010,5829933775
2009,5832915387
2001,5840503869
1987,5841132962
2002,5843329108
2006,5844669846
1995,5849467819
1966,5863733231
1965,5874422512
1986,5880112788
1965,5884712096
2007,5885321656
1990,5889174834
1981,5891606676
2007,5895048000
1988,5902783400
1965,5906636557
1968,5918455410
1989,5918469800
2010,5920177689
1961,5921659485
1983,5923755900
2015,5925000000
1991,5930370370
1998,5945677377
1963,5949478035
1990,5952293766
1992,5954700000
1967,5961418094
1993,5966255778
1978,5968044210
2007,5969535132
1996,5970044666
2007,5974371696
2003,5977440583
1985,5978460972
1983,5979198464
1994,5981244887
1980,5981760278
1964,5982347826
1964,5992169467
1999,5998563258
2000,6001153306
1992,6004885321
2001,6007061224
1999,6019972000
1965,6026593750
2012,6028470989
1967,6034609852
1988,6038187033
1984,6043474843
1998,6043694330
1996,6044585327
2002,6050875807
2014,6054750320
2008,6054806101
2004,6062780269
1988,6063759371
1962,6066976683
1978,6070600200
2011,6074884389
1962,6077496268
2007,6078976595
1968,6081009428
2005,6087003176
1997,6090840548
1996,6101861436
1968,6109112150
2008,6109928000
1966,6113607728
1968,6117260076
1986,6122197810
1985,6135034338
2011,6142169524
1999,6152922943
1985,6153296456
1988,6156487920
2002,6166330136
1984,6169481549
1972,6173712809
2002,6178563591
1984,6183387100
1998,6183776596
2009,6190991712
1984,6191437070
2000,6193246837
1965,6197319929
2011,6197766119
1967,6204253759
1963,6213185774
1998,6215591270
2016,6217000000
1986,6217523700
2004,6221077675
1980,6232005656
2001,6232906290
1979,6234390975
2002,6235795104
1980,6235833333
1994,6237739516
1973,6242177798
2005,6245031690
2001,6245069734
1960,6248946880
2005,6258600714
1999,6262740657
1977,6265067858
1994,6265844252
1997,6269333313
1993,6269347503
1987,6269511615
2005,6275073572
1988,6277197435
2007,6281695536
2005,6283803256
1972,6288245867
